ID	TCGA-AH-6643-11A-01R-1830-07	TCGA-AG-3731-11A-01R-1736-07	TCGA-AG-3725-11A-01R-1736-07	TCGA-AG-3742-11A-01R-1660-07	TCGA-AF-2691-11A-01R-A32Z-07	TCGA-AF-5654-11A-11R-1660-07	TCGA-AF-2689-11A-01R-A32Z-07	TCGA-AF-2692-11A-01R-A32Z-07	TCGA-AG-3732-11A-01R-1660-07	TCGA-AF-3400-11A-01R-A32Z-07	TCGA-DC-4745-01A-01R-A32Z-07	TCGA-DY-A1DC-01A-31R-A155-07	TCGA-AG-3732-01A-11R-1660-07	TCGA-AF-3911-01A-01R-1736-07	TCGA-AH-6549-01A-11R-1830-07	TCGA-AG-3887-01A-01R-1119-07	TCGA-DY-A1DD-01A-21R-A155-07	TCGA-EI-6881-01A-11R-A32Z-07	TCGA-AF-5654-01A-01R-1660-07	TCGA-AH-6544-01A-11R-1830-07	TCGA-DY-A1H8-01A-21R-A155-07	TCGA-EI-6514-01A-11R-1736-07	TCGA-AG-4001-01A-02R-1119-07	TCGA-EI-6917-01A-11R-1928-07	TCGA-CI-6624-01C-11R-1830-07	TCGA-AG-3608-01A-01R-0826-07	TCGA-DC-6160-01A-11R-1660-07	TCGA-EI-7002-01A-11R-1928-07	TCGA-AG-3999-01A-01R-1119-07	TCGA-AG-A002-01A-01R-A002-07	TCGA-BM-6198-01A-11R-1736-07	TCGA-F5-6864-01A-11R-1928-07	TCGA-AG-3583-01A-01R-0821-07	TCGA-EI-6512-01A-11R-1736-07	TCGA-AH-6897-01A-11R-1928-07	TCGA-F5-6813-01A-11R-1830-07	TCGA-AG-3591-01A-01R-1736-07	TCGA-AG-3605-01A-01R-0826-07	TCGA-AG-A023-01A-01R-A00A-07	TCGA-DY-A1DF-01A-11R-A155-07	TCGA-AG-A02X-01A-01R-A00A-07	TCGA-AF-2692-01A-01R-0821-07	TCGA-AG-3599-01A-02R-0826-07	TCGA-AG-A016-01A-01R-A002-07	TCGA-AF-A56L-01A-31R-A39D-07	TCGA-AG-3578-01A-01R-0821-07	TCGA-AG-3574-01A-01R-0821-07	TCGA-F5-6465-01A-11R-1736-07	TCGA-AG-3892-01A-01R-1119-07	TCGA-G5-6572-02A-12R-1830-07	TCGA-AG-3587-01A-01R-0821-07	TCGA-AG-A00Y-01A-02R-A002-07	TCGA-AG-3896-01A-01R-1119-07	TCGA-AG-3594-01A-02R-0821-07	TCGA-EI-7004-01A-11R-1928-07	TCGA-F5-6863-01A-11R-1928-07	TCGA-F5-6814-01A-31R-1928-07	TCGA-CI-6622-01A-11R-1830-07	TCGA-F5-6861-01A-11R-1928-07	TCGA-AG-A036-01A-12R-A083-07	TCGA-AG-3898-01A-01R-1119-07	TCGA-AG-A011-01A-01R-A002-07	TCGA-AG-3575-01A-01R-0821-07	TCGA-DC-6683-01A-11R-1830-07	TCGA-EI-6882-01A-11R-1928-07	TCGA-DT-5265-01A-21R-1830-07	TCGA-DY-A0XA-01A-11R-A155-07	TCGA-AG-3600-01A-01R-0826-07	TCGA-DC-5869-01A-01R-1660-07	TCGA-CL-5918-01A-11R-1660-07	TCGA-DY-A1DG-01A-11R-A32Y-07	TCGA-CL-4957-01A-01R-1736-07	TCGA-AG-3586-01A-02R-0821-07	TCGA-DC-4749-01A-01R-1736-07	TCGA-G5-6235-01A-11R-1736-07	TCGA-AG-3612-01A-01R-0826-07	TCGA-AG-3725-01A-11R-1736-07	TCGA-EI-6509-01A-11R-1736-07	TCGA-AH-6547-01A-11R-1830-07	TCGA-AF-6672-01A-11R-1830-07	TCGA-AG-A01N-01A-01R-A00A-07	TCGA-AF-2691-01A-01R-0821-07	TCGA-AG-3883-01A-02R-0905-07	TCGA-DC-5337-01A-01R-1660-07	TCGA-AG-3592-01A-02R-1736-07	TCGA-AF-2690-01A-02R-1736-07	TCGA-F5-6811-01A-11R-1830-07	TCGA-AF-3400-01A-01R-0821-07	TCGA-AG-A008-01A-01R-A002-07	TCGA-AG-3894-01A-01R-1119-07	TCGA-AG-3885-01A-01R-0905-07	TCGA-AG-3882-01A-01R-0905-07	TCGA-AG-3726-01A-02R-0905-07	TCGA-AF-4110-01A-02R-1736-07	TCGA-AH-6644-01A-21R-1830-07	TCGA-AG-A02N-01A-11R-A083-07	TCGA-AG-3609-01A-02R-0826-07	TCGA-AG-A01J-01A-01R-A00A-07	TCGA-AG-4022-01A-01R-1736-07	TCGA-AG-4021-01A-01R-1736-07	TCGA-G5-6233-01A-11R-1736-07	TCGA-AF-6655-01A-11R-1830-07	TCGA-AG-4015-01A-01R-1119-07	TCGA-AG-3731-01A-11R-1736-07	TCGA-AG-3611-01A-01R-0826-07	TCGA-EI-6885-01A-11R-1928-07	TCGA-AG-4007-01A-01R-1119-07	TCGA-AG-3581-01A-01R-0821-07	TCGA-AG-3901-01A-01R-1119-07	TCGA-DC-6158-01A-11R-1660-07	TCGA-F5-6571-01A-12R-1830-07	TCGA-AG-3582-01A-01R-0821-07	TCGA-EI-6508-01A-11R-1736-07	TCGA-CL-5917-01A-11R-1660-07	TCGA-AF-2687-01A-02R-1736-07	TCGA-EF-5831-01A-01R-1660-07	TCGA-DC-6157-01A-11R-1660-07	TCGA-AG-A00C-01A-01R-A002-07	TCGA-AF-A56N-01A-12R-A39D-07	TCGA-DY-A1DE-01A-11R-A155-07	TCGA-AG-A01L-01A-01R-A002-07	TCGA-AF-2693-01A-02R-1736-07	TCGA-DC-6681-01A-11R-A32Z-07	TCGA-AH-6903-01A-11R-1928-07	TCGA-AG-A025-01A-01R-A00A-07	TCGA-AG-3902-01A-01R-A32Z-07	TCGA-AG-3893-01A-01R-1119-07	TCGA-F5-6812-01A-11R-1830-07	TCGA-AG-3881-01A-01R-0905-07	TCGA-AG-A014-01A-02R-A002-07	TCGA-AG-3580-01A-01R-0821-07	TCGA-CI-6623-01B-11R-1830-07	TCGA-EI-6884-01A-11R-1928-07	TCGA-AF-6136-01A-11R-1830-07	TCGA-AF-3913-01A-02R-1119-07	TCGA-AG-A02G-01A-01R-A00A-07	TCGA-DC-6154-01A-31R-1928-07	TCGA-AG-3584-01A-01R-0821-07	TCGA-AG-A032-01A-01R-A00A-07	TCGA-G5-6641-01A-11R-A32Z-07	TCGA-AG-3890-01A-01R-1119-07	TCGA-AG-3742-01A-11R-1660-07	TCGA-AG-A026-01A-01R-A00A-07	TCGA-F5-6702-01A-11R-1830-07	TCGA-G5-6572-01A-11R-1830-07	TCGA-F5-6464-01A-11R-1736-07	TCGA-EF-5830-01A-01R-1660-07	TCGA-DC-6682-01A-11R-1830-07	TCGA-CI-6619-01B-11R-1830-07	TCGA-AG-3727-01A-01R-0905-07	TCGA-AG-A01Y-01A-41R-A083-07	TCGA-AG-3598-01A-01R-0826-07	TCGA-F5-6810-01A-11R-1830-07	TCGA-AG-A01W-01A-21R-A083-07	TCGA-AG-3878-01A-02R-0905-07	TCGA-EI-6507-01A-11R-1736-07	TCGA-CI-6621-01A-11R-1830-07	TCGA-AG-A020-01A-21R-A083-07	TCGA-AG-4008-01A-01R-1119-07	TCGA-AG-3602-01A-02R-0826-07	TCGA-AG-3909-01A-01R-1119-07	TCGA-DC-6156-01A-11R-1660-07	TCGA-EI-6510-01A-11R-1736-07	TCGA-AG-3728-01A-01R-0905-07	TCGA-AG-A015-01A-01R-A002-07	TCGA-CI-6620-01A-11R-1830-07	TCGA-AH-6643-01A-11R-1830-07	TCGA-EI-6513-01A-21R-1736-07	TCGA-EI-6506-01A-11R-1736-07	TCGA-AG-4005-01A-01R-1119-07	TCGA-AF-A56K-01A-32R-A39D-07	TCGA-AG-A00H-01A-01R-A00A-07	TCGA-EI-6511-01A-11R-1736-07	TCGA-EI-6883-01A-31R-1928-07	TCGA-DC-6155-01A-11R-1660-07	TCGA-AG-3593-01A-01R-0821-07	TCGA-AG-3601-01A-01R-0826-07
MIR222HG	1.004266	0.2834819	0.1877725	0.3545621	0.440918978	0.998066087	1.254568	3.140784	0.2168881	0.1839319	0.3284276	1.491384	0.2977639	1.063101	0.9470533	0.8974984	3.029452	1.034226	1.403551	0.8782988	10.26154	0.3617632	0.493100426	1.099371	0.245657145	0.727588127	1.02525	0.9580028	1.039588	0.6361674	1.482953	0.7963578	0.5744577	0.980549	1.013723572	0.2338847	0.7290913	0.9995749	0.966253509	1.972891	0.1656138	4.549742	0.4524025	0.327651863	1.531641	1.78553	0.9980541	0.3888754	1.349958	0.2709149	1.277522	0.905419961	0.8620516	0.6598909	0.1018284	0.8605477	0.7650001	1.529354	0.4692557	1.049385	2.714498	0.3224359	4.266316	1.131504	0.4273427	1.698891	1.741044	0.5995997	1.048296	2.005457	1.422701	1.039486	0.602412453	0.8827217	1.711517	0.8368298	0.8470164	0.3978411	1.907637	1.805724	1.278002	1.025146	1.015871	0.8749111	1.273377	1.030545	0.46639	0.6360222	0.9271186	0.4850107	0.361774936	1.238213	0.353918997	0.4324289	1.487664	1.706068	0.5796539	0.8918705	2.67133	1.158621	2.10627	1.963007	0.9320584	0.4277883	0.331053	0.7560241	0.8470571	0.282086838	0.677372047	1.421228	0.5594448	0.9344828	0.7206584	2.111032	3.271391	1.164376	1.910423	1.73238	4.149338	2.303437157	0.6938913	0.7954128	0.453680112	2.565021	0.875296859	2.496511	0.6980212	0.6883977	0.2370041	1.456651	1.223376	0.6287389	0.2931043	1.534958	0.321918	0.7783661	0.8753875	0.7384672	1.914108391	0.4192742	2.199248	1.369172	1.466175	0.6607423	0.2618043	0.7760463	0.4387775	0.8589339	1.00865	0.258377179	0.8697526	0.4685021	0.3571422	1.455612	0.255213869	1.464194	1.206258	1.350622	2.107444	1.304235	0.4662633	0.7073924	0.6226862	0.3839192	0.3845621	0.5574424	1.816965	0.6714656	1.309601	0.7277978	2.267724	0.758521368	0.5060128	0.446956	0.04286556	2.306679	0.6172313
MIR210HG	3.406954	1.804294	3.164592	1.478924	0.93658765	4.734929072	2.073578	0.9736284	1.377141	2.648429	0.6090401	2.805212	0.5588398	2.930501	1.228026	3.957057	0.4470564	0.4707171	1.092139	2.280219	10.36016	0.5426059	2.721718898	7.348485	4.84632293	6.091459505	0.8164136	7.36435	1.348015	0.8864664	5.634817	2.301309	3.39208	2.954705	5.236840021	1.224617	2.299855	15.31698	3.328660142	1.292111	2.498223	8.907277	4.657952	1.277750506	4.323009	6.187167	4.32459	0.8796876	5.968975	1.194295	2.67652	3.432118291	2.00275	1.54195	2.41927	1.767907	3.417999	1.944026	2.52658	4.081453	3.477242	3.095162	7.564208	2.151444	3.345853	5.028357	12.22864	2.569528	1.000105	1.107537	4.70173	0.4157644	7.184621667	3.794663	1.910809	2.751299	8.427208	1.361693	1.574291	6.73468	3.454978	0.6434303	4.221755	1.255665	1.070924	2.257669	1.584031	2.537546	5.776998	2.651201	6.87323019	1.019631	0.714221595	1.21895	0.5113009	4.141877	1.297078	5.739991	0.6570556	15.32292	1.720537	1.574299	6.810195	1.175643	3.03768	1.910155	3.806077	1.811862982	6.019025292	0.6582058	0.1678214	4.980653	3.86351	0.533826	1.520875	2.170043	1.957142	5.229588	3.818239	6.75960188	5.807453	0.8850139	2.776322908	1.587209	4.680198682	2.368457	5.109148	1.895494	6.209062	0.2097426	0.5337984	0.9521963	4.103166	1.260191	4.452314	1.725818	6.118519	3.94891	7.140851591	1.834354	2.968772	1.582414	4.233276	1.231587	0.4269118	1.705643	1.700985	1.798373	1.686342	4.435818855	2.582538	5.145946	6.716388	1.414753	2.575973829	5.889221	1.167793	6.144889	2.886594	1.156716	1.14133	4.019651	5.539362	1.750546	3.205803	1.469891	1.18999	0.8789464	1.960447	3.056531	1.099066	6.086696871	1.443133	1.312755	2.846069	3.267272	6.5795
AP001542.3	4.824702	3.745243	4.6007	2.632144	3.27472621	4.297667381	3.997457	4.988116	3.820578	4.332396	1.025593	1.53368	4.23654	1.973926	1.237753	1.654516	0.7101003	1.413491	1.618308	2.278547	2.353823	2.977973	1.563511978	1.444236	3.169152655	1.310807055	0.1970207	1.567801	2.038038	0.4337948	1.224509	0.7715503	0.5592256	1.597409	1.804515025	1.310903	5.243227	1.645333	0.741235973	7.352198	2.375564	1.627018	1.542439	1.406859072	1.146945	2.733755	0.5860385	1.987683	1.563623	1.493932	0.8572991	1.848676387	1.647779	1.468328	2.224252	1.894865	4.470024	1.697604	3.147493	1.43421	0.6784853	1.064972	0.168253	3.955722	2.879394	2.265879	1.626399	3.440262	1.316851	1.818083	3.738224	2.452365	0.675293587	2.96117	1.690972	1.149807	1.566659	1.344185	4.211116	8.558811	1.301932	2.000315	0.3928171	1.722511	2.102914	1.237739	3.007768	0.6722284	1.289336	1.613805	1.805632968	0.3849115	0.170030086	1.886219	1.38272	5.241824	1.490233	1.499656	1.564209	1.73038	1.969306	0.9526927	2.198921	1.166814	1.749493	0.8722151	0.5714532	0.964586479	1.547961352	1.844725	1.142268	2.182082	3.843353	1.336879	1.347124	0.6982463	2.857324	1.734629	2.703925	1.675967015	0.8250658	4.662022	1.027513509	2.613781	3.246049139	1.616086	2.766588	2.02958	0.7306128	0.7184669	0.1959118	1.709714	2.452501	2.439604	0.7163021	3.934534	1.272177	0.5090251	2.023070918	6.988005	0.9685176	1.73121	1.856337	1.084824	3.192782	2.436307	0.981021	1.852713	2.665171	0.105032907	5.998588	0.8570286	3.259993	3.615414	0.634687465	3.829383	1.883412	1.561336	0.7354665	0.8990084	2.168345	0.5156285	3.820198	0.2028871	2.567076	2.545819	1.185903	1.326187	1.679795	2.173906	2.146986	1.586699801	1.046383	3.419607	3.850987	1.649767	1.061994
ELN-AS1	1.051458	2.387332	1.742559	2.077086	0.935754435	0.628915739	1.191185	1.531494	1.561177	0.9903871	2.031907	0.2110091	0.5195942	0.2406614	0.1332739	1.092644	0.5115829	0.1866942	1.781221	2.131736	0.04484039	0.8012302	0.172090813	0.2276053	0.453884441	2.510409051	0.4879225	1.391288	0.4388876	0.752006	0.2426001	0.6253354	0.3956927	0.6175203	0.502749927	0.2597164	1.141095	5.146954	1.46853894	0.1234423	0.4954183	1.253565	0.8403682	0.214405648	0.09738561	1.048282	2.539821	0.6340854	2.32339	0.4008039	0.955397	0	1.440258	1.636344	1.847969	0.580181	0.1627946	0.2193456	1.511715	0.09471536	2.016326	2.004429	3.166762	0.9112893	1.565986	3.303349	1.104764	0.9865057	0.6747281	0.4831941	1.248233	0.7125995	0.191127669	0.2410964	1.16866	1.839925	1.588885	0.0682847	1.601196	1.218157	0	1.32101	0.3891253	1.661418	1.904594	0.8991442	0.4965832	1.748015	2.213846	0.5642251	0	0.6354899	0.421080147	0.8623805	0.3522149	1.038512	0.3280504	1.910008	1.123393	0.164819	0.2120432	2.778787	0.6099114	0.6140443	4.383597	0.8918891	0.2830412	1.737310576	3.066825685	0.7831659	0.3328037	0.2275341	2.145894	1.36998	0.7413684	0.08646048	0.1415235	2.768415	2.605128	0.218449401	0.3632495	0.4921039	2.544641068	2.689572	0.241165587	0.6112515	1.552999	0.3414066	0.5169615	0.1016735	0.1940705	0.7988894	1.108171	0.7854195	1.241747	0.08858081	0.305508	0.3361607	0.546561026	2.633861	2.518464	1.187265	0.1599035	0.3694036	0.2459936	0.2815645	0.04417277	0.4129426	0.5984277	0.520228776	0.2315147	2.452591	0.7818436	0.838208	0.471541768	0.03910714	0.4664277	2.50412	1.873425	2.176922	0.585809	0.2553912	3.67189	1.004901	0.4238249	0.5043785	1.061071	0.4260724	1.031685	0.1656519	0.6573768	0.165451285	1.574019	0.4889129	0	0.09079231	1.653163
AC073508.3	2.132287	2.576261	2.093929	2.866368	1.438384478	1.795616313	1.858778	1.462522	2.21706	2.403187	1.684719	1.170826	3.176772	1.545134	1.399047	0.9012197	1.678237	0.8282609	1.252126	1.84916	2.891526	1.32445	1.258118459	1.450643	1.375514019	2.142000987	1.353667	2.559531	0.9543563	1.570786	0.8792188	1.992788	0.9791093	0.8971234	4.335199515	1.599663	1.224422	1.929655	2.171703579	0.8176134	0.7893875	0.772104	2.004953	0.924407156	2.519261	1.866814	1.333093	1.614036	1.234011	1.837871	1.512357	1.373153567	0.6119657	0.7498148	1.558858	1.061994	0.5859228	0.9457055	2.054504	1.349377	1.295905	1.305209	1.905859	1.571605	1.467767	2.778607	2.398845	1.143181	2.259808	1.564522	3.369437	1.33581	1.39729277	1.325719	2.81873	0.9854423	0.4848656	0.8704254	1.484971	1.899878	3.293995	1.702464	0.4376631	2.188517	1.104554	3.26374	2.916741	1.716397	1.659994	1.657022	0.670590961	0.5718065	0.094720777	1.993786	1.203118	1.206986	1.291395	1.193475	1.292567	0.8898134	0.9380707	1.906691	1.241314	1.719823	2.904725	1.786842	1.414874	1.23754301	1.221651317	1.092912	1.484788	1.364884	1.92047	1.88328	3.001837	0.794169	1.291098	1.037912	1.815825	2.309559753	0.5447463	0.8799021	1.653628154	1.602829	1.145267443	1.615071	1.43847	1.308418	0.5039191	0.8386092	1.382428	1.425683	1.070625	1.449665	1.097358	1.39482	3.250033	0.8507068	1.502689745	2.582603	0.6744302	2.472888	1.079095	1.309396	1.94992	1.462786	0.8446057	2.821112	1.398936	0.468095913	2.112075	1.060968	1.796968	1.399859	0.559824312	2.551141	1.520018	0.9112118	1.326698	1.372623	0.7320892	1.547945	1.727818	0.7534989	0.794485	1.350696	8.765987	3.434402	1.472301	0.9315731	2.058652	0.68232623	1.137057	1.977014	1.093691	1.123291	1.549476
AC005837.3	0.5619045	0.2844693	0	0.2597883	0.275039425	0.853165762	0.1892521	0.5095933	0.2781001	0.08086034	0.1148507	0.6202037	2.232069	0.9726177	0.548411	1.284612	2.06753	0.7316487	0.3926558	0.7371358	1.186164	0.5352266	0.505813881	1.05126	0.778207026	1.526619488	0.7170574	1.331404	1.805986	0.6315189	2.614541	1.327446	0.9304243	1.020955	0.492565306	0.2181044	0.3469589	0.7564033	2.397982553	1.572242	0.7280733	6.316304	1.34729	0.94528015	3.911924	2.567615	0.2132889	0.882815	1.138162	0.724956	1.872085	2.216368928	0.8466487	2.137594	0.6267231	1.30404	1.339772	0	0.8331134	1.948729	1.693268	2.170541	0.7348287	0.93747	2.137009	1.369259	2.164767	0.7907901	0.2644238	0.2582213	1.956714	0.7616332	1.404418785	1.062955	0.9159884	2.060173	0.4344274	0.7024647	2.22929	2.721133	0.7107576	1.213359	4.193667	0.1319807	1.486978	0.8408873	0.4865235	0.2446577	0	1.10559	0.618504111	2.988558	0.495059974	0.6336829	0.6901596	2.441937	0.2410536	1.247544	1.480166	1.840873	2.492972	0.7705173	1.280477	0.6369936	0.5992737	0.8192076	1.941152	1.021269864	0.281690481	1.406718	1.467278	1.671935	0.5086507	1.208005	2.288002	0.5082539	1.525221	2.244689	2.264765	2.183045724	0.5338363	0.8900953	0.498618434	0.8259229	0.945120385	1.454396	1.879547	1.114968	2.431147	0.2988414	0.8556258	0.8453221	0.8769289	1.420631	0.2606983	1.562154	1.68367	0.9880524	1.070977774	0.6947514	2.819938	1.421706	0.9399854	1.480583	0.3098704	0.3546779	0.5193351	0.2697182	1.138121	1.834884256	2.268247	0.5545169	0.9991371	0.4479424	2.309946783	1.379337	0.5272833	1.082379	1.223649	0.5816789	0.2869709	1.751523	0.3303831	0.2953633	0.6228587	1.270699	1.225215	0.6261616	1.369451	0.973777	2.500467	1.458896415	0.4513558	0.9238024	0	4.002888	0.6625938
AL031985.3	0.4360553	0.4975793	0.3105958	0.5568105	0.426878258	0.451897994	0.5105325	0.4331231	0.5343974	0.4900486	1.103486	0.9075892	1.597576	1.365795	1.233325	0.9968984	0.9168384	1.649272	1.383301	0.7536403	0.9156301	0.6882984	1.364499553	1.518608	0.673753058	1.278728233	0.9433301	0.6817784	1.315695	2.567077	0.9222569	1.101834	1.031483	1.073159	0.558200455	1.184791	1.530029	1.118081	1.506450044	0.5094958	1.425971	0.6029805	1.244689	1.18767947	1.847556	1.119623	1.734006	1.312187	0.9253083	0.5357984	1.383616	0.889236743	0.8134604	1.303373	1.40503	1.163957	1.506511	1.008566	1.464081	0.9670327	0.9385917	0.9396014	0.8689522	1.652972	1.883148	1.195986	1.509934	1.188392	1.758866	1.917997	2.060782	1.632427	1.266328118	0.4975506	1.844787	1.199069	0.6582045	1.290522	0.9061896	0.5609988	1.208201	1.040248	0.3381211	1.131509	1.183032	0.994369	1.474272	1.084926	1.405758	1.389098	0.251417249	0.3037066	0.512242537	0.7805676	1.810788	1.150547	0.2850516	0.7606756	1.051881	0.2363056	1.123924	1.6173	0.9274438	1.357437	0.509346	1.398607	0.5533692	0.849146901	1.103412324	1.55951	1.561582	1.013265	0.8646438	0.9424092	1.449437	1.521337	1.742123	0.8502367	1.036184	0.341669491	0.5918193	1.389706	1.916291017	5.441465	1.69390349	0.5248094	0.6350311	1.705778	0.314441	0.7067739	1.327984	1.062089	0.6203417	0.8662139	0.5394933	1.385463	1.1697	0.3468673	0.712381704	2.904801	1.016024	1.920008	0.9378744	0.6930346	0.6717866	0.6815493	1.180273	2.073163	1.429971	0.339030268	1.005846	0.9016278	0.6498267	0.744894	0.751180734	1.936929	1.356167	1.279938	0.7234969	1.18224	0.7211183	0.8044458	0.6755608	0.2401259	1.104817	0.9704498	1.061938	2.506735	1.474818	2.051135	0.9912206	1.545473091	0.4503421	1.35035	0.5362133	1.104485	1.110005
AC121761.1	0.6004833	0.1042286	0.2085113	0.5235208	0.291123602	0.277864153	0.323593	0.3423078	0.6113699	0.1678861	0.4488631	1.030157	0.7747796	0.7991192	0.9185646	0.2745619	2.341475	0.6255053	0.7513097	1.320411	0.5633792	0.4837264	1.791509489	0.7703566	0.814664382	0.621498262	0.3678185	0.8943403	1.670024	0.8869815	0.6821832	0.2993059	0.5681741	0.7481496	0.60158111	0.9456342	0.6356231	0.123175	1.230058257	1.152129	1.155976	2.185703	2.166544	0.692695171	1.141992	1.128919	1.015929	1.006322	1.56382	0.2213513	0.38107	0.928080454	0.4480802	2.023286	0.5613161	1.053602	0.3272588	0.06561619	1.367972	2.040023	0.5514737	0.340834	0.209408	3.761989	0.2810745	0.8361534	2.049006	0.5472922	0.3390941	2.128757	6.631636	2.523167	2.195517842	0.8222006	2.712889	0.9435511	0.05305759	0.4044556	0.6806705	1.819114	1.446774	1.392988	0.419058	0.6931212	1.089648	0.8656097	1.559781	0.3286866	0.1833955	0.06751411	0.03776965	0.3649993	0.272082556	0.4901564	0.6321806	1.230237	2.149151	0.9141919	0.5840454	0.8164878	0.2131306	0.9598711	0.7506601	0.1685612	0.7319065	1.20062	1.964354	1.184934906	0.619262879	0.406086	2.198211	0.4900734	1.888529	0.1311434	1.250822	1.07078	1.913591	3.666742	0.8561454	0.345038028	0.1955959	0.4756034	1.217947862	1.62836	0.808007778	0.3866035	1.213354	1.770256	0.3711519	0.4014799	0.9753287	0.7456301	0.6885084	0.2168811	0.4139158	2.35307	0.9184825	0.6033653	0.228901626	2.327357	1.377622	3.83578	0.7462165	0.6268667	0.214456	0.8663522	1.411263	3.837661	0.5433687	0.037349758	0.1939183	0.5756574	0.3416752	0.3829575	0.620661814	0.5474999	0.4765474	1.031108	1.868088	0.7104175	0.1401936	1.054307	0.1210513	0.4328806	1.217138	0.1422606	9.155138	1.593219	0.9198977	1.278493	0.9716882	1.158158996	0.151594	1.140797	1.235157	0.3911054	2.050077
AL139246.5	1.352999	2.205684	2.219515	1.133053	2.199210825	1.653793874	2.631003	1.852136	0.4043062	4.24671	0.8139869	0.7664123	1.280927	1.65503	0.6122035	3.735176	0.4098827	0.8476216	0.7849174	1.629815	1.34125	0.3307013	1.470719879	2.031995	0.989948094	5.086177041	0.5994197	0.9678075	1.640981	1.836224	2.46205	1.002044	0.8876864	1.133825	3.461144971	0.8323442	0.7986558	2.932455	1.350911657	1.582442	9.592512	0.8608818	2.244357	2.290437847	1.889959	0.6532467	0.3100826	1.354753	4.084984	0.724592	1.24743	1.380938988	2.666887	1.262489	0.4365877	0.6562501	0.6608545	1.132551	1.076616	1.669501	1.948845	4.846048	0.6676907	0.5841035	0.5377182	0.9953248	1.180189	2.586741	0.8409261	0.4457946	2.866925	0.9515636	1.837588917	0.8585227	0.7906838	2.901514	1.16447	0.2553135	1.778035	0.7807945	4.563787	1.763999	2.77128	0.7914866	0.5563432	1.287986	0.5525901	0.9336787	2.637875	3.56625	3.652962279	3.733822	2.159177234	1.228344	0.9197508	1.109414	0.9637305	3.457362	0.7241928	2.165682	1.993376	1.232209	1.768498	1.697797	1.524658	0.7741347	2.922865	1.623931874	1.740485159	0.4880371	0.408854	1.458411	1.053765	0.7805403	0.7127856	1.477814	0.856719	2.855443	1.215108	3.5937997	2.81336	1.112061	2.102207357	0.9863216	3.821522157	1.803478	1.610232	1.256242	2.706055	1.629226	0.7774511	0.3584415	1.024467	0.8067717	3.69532	0.4731425	1.591034	2.10978	1.459691093	0.8477123	2.498236	0.7750867	1.879027	0.8968726	0.6757415	0.8593936	0.7078287	0.2450753	1.165754	2.500858813	1.195384	2.065798	1.488875	1.994378	3.610103576	0.8564306	0.7474083	2.439047	1.11185	1.532747	2.033863	0.6365976	1.240816	3.381553	0.8489263	1.231575	0.3036197	1.099974	1.599853	1.061769	1.363207	1.679097983	0.9637761	0.858052	7.311462	0.8729189	1.806167
LINC01560	2.232146	2.69841	2.314425	2.664437	1.377319005	1.992422358	2.228055	1.803505	2.611211	2.102498	3.102435	1.469284	2.596408	4.380978	2.286057	2.087622	3.027342	2.034515	2.325538	2.111887	4.359788	2.319458	2.338127693	1.51858	2.457061585	1.323151447	1.201543	2.74751	1.67709	1.596437	2.437747	3.097565	1.176025	3.752557	3.960833071	2.063637	1.871123	3.605744	2.528694611	3.581437	2.997419	0.7983597	1.070413	1.183423354	2.398189	1.891593	1.694566	2.01207	0.863159	1.151945	2.929647	1.234909925	1.712217	0.810554	1.901177	2.347417	1.976817	1.567688	1.751703	2.211789	2.160617	2.239585	1.238398	4.526919	1.092316	2.355547	3.576595	2.893884	5.252073	3.357082	4.964108	2.640491	0.973790136	2.627367	5.176924	1.673994	2.933772	1.33365	2.075294	2.192954	2.874796	1.99812	0.5507173	2.00183	5.180443	2.620259	2.530078	2.014472	1.771457	1.597062	0.402052353	0.971341	0.286052211	2.639334	1.777909	1.675543	0.5223149	2.117489	3.980245	1.847446	3.511151	4.808323	2.885518	2.959843	1.514924	1.62122	0.5608116	1.069562154	1.831100531	4.63677	2.119532	2.415166	1.70465	5.525843	3.918898	1.963957	3.304849	2.877743	4.751504	6.993309755	1.465174	1.526854	1.901515024	2.727024	1.092206159	2.607616	3.258082	3.221217	0.3072889	1.683577	0.9887838	1.655263	2.40683	3.488653	3.27631	1.128292	3.615747	1.284547	4.21574631	2.537653	3.411551	6.329134	1.493624	3.422002	1.879996	2.305548	1.762962	1.928604	1.868243	0.530110216	1.671045	1.041324	5.354594	2.10297	0.700726873	2.04231	1.873728	3.596123	1.767602	1.932585	1.865425	3.108449	1.781731	0.7679916	1.079688	2.279163	1.271083	10.98981	1.695615	1.125323	3.103043	2.072300455	2.428694	1.719975	2.890033	1.657594	1.084757
